total_area_sqft,property_type,sector,plot_area_missing,bathrooms,society,area_per_bedroom,servant_room,bedrooms,furnishing_type,balcony,facing,luxury_category,age_possession,pooja_room,price_in_cr
2995.0,Flat,sector 81,1,4,dlf the ultima,748.75,1,4,Furnished,3+,west,Luxury,Moderately Old,0,4.95
2367.0,Independent Builder Floor,sector 40,1,3,"Sector 40, Gurgaon",789.0,1,3,Unfurnished,1,west,Budget,Relatively New,1,2.5
3000.0,Independent Builder Floor,sector 57,1,4,"B1 Block Sector 57, Gurgaon",750.0,1,4,Semi-Furnished,2,north-east,Semi-Luxury,New Property,0,3.48
1830.0,Flat,sector 70,1,3,paras irene,610.0,1,3,Unfurnished,3+,not available,Budget,Relatively New,0,2.72
1440.0,Independent Builder Floor,sector 33,1,3,Signature Global Park,480.0,0,3,Semi-Furnished,3+,north-east,Semi-Luxury,New Property,0,1.2
1350.0,Independent House,sector 26,0,2,"Block-A, DLF City Phase 1, Gurgaon",450.0,1,3,Unfurnished,1,north-east,Luxury,Old Property,0,5.0
1484.0,Flat,sector 67,1,2,ireo the corridors,742.0,0,2,Unfurnished,2,east,Luxury,Relatively New,1,2.5
1557.0,Independent House,sector 2,0,6,"Sector 2 Palam Vihar, Gurgaon",259.5,0,6,Unfurnished,3+,west,Semi-Luxury,Old Property,0,4.25
2660.0,Flat,sector 81,1,4,bestech park view grand spa,886.6666666666666,1,3,Unfurnished,3+,east,Semi-Luxury,Moderately Old,0,3.55
1935.0,Independent Builder Floor,sector 43,1,3,"Sushant Lok Phase 1, Gurgaon",645.0,1,3,Semi-Furnished,2,north,Semi-Luxury,New Property,0,3.1
2250.0,Independent House,sector 14,0,2,Sector 14 RWA,1125.0,0,2,Unfurnished,2,north-east,Budget,Old Property,1,6.5
2150.0,Flat,sector 109,1,4,ats tourmaline,716.6666666666666,1,3,Unfurnished,3+,north,Semi-Luxury,Moderately Old,0,2.6
2709.0,Independent Builder Floor,sector 26,1,4,Elegant Home by Horiizon Ventures,677.25,1,4,Furnished,2,north-east,Luxury,Relatively New,1,3.95
1494.0,Flat,sector 89,1,3,smart world gems,498.0,0,3,Unfurnished,2,north-east,Luxury,New Property,0,1.7
1385.0,Independent House,sector 33,0,2,Godrej Nature Plus,692.5,0,2,Unfurnished,3,east,Budget,Relatively New,0,1.65
6900.0,Independent House,sector 43,0,7,Spacious Layout Villa,1150.0,1,6,Semi-Furnished,3+,north-east,Luxury,Moderately Old,1,13.73
1098.0,Independent House,sector 31,0,3,"Sector 31, Gurgaon",366.0,0,3,Unfurnished,3+,not available,Semi-Luxury,Old Property,0,3.5
1261.0,Flat,sector 65,1,2,m3m heights,630.5,1,2,Furnished,3,north-east,Luxury,New Property,1,2.25
4680.0,Independent House,sector 1,0,4,"Palam Vihar, Gurgaon",1170.0,0,4,Unfurnished,3+,north,Budget,Old Property,1,9.5
1196.0,Independent Builder Floor,sector 89,1,2,Smart World Gems,598.0,0,2,Unfurnished,2,east,Budget,New Property,0,1.35
2160.0,Independent Builder Floor,sector 52,1,4,"Ardee City, Gurgaon",720.0,1,3,Semi-Furnished,2,north-east,Semi-Luxury,New Property,1,3.0
2367.0,Independent House,sector 23,0,6,"Sector 23, Gurgaon",394.5,0,6,Unfurnished,3,east,Budget,Relatively New,0,7.49
1375.0,Flat,sector 85,1,2,orris aster court,687.5,0,2,Unfurnished,2,north-west,Luxury,Moderately Old,0,1.2
3600.0,Independent House,sector 109,0,6,International City by SOBHA Phase 2,720.0,1,5,Unfurnished,3+,north-east,Luxury,Relatively New,0,15.2
1920.0,Flat,sector 92,1,3,bestech park view sanskruti,640.0,1,3,Unfurnished,3,north-east,Semi-Luxury,Relatively New,0,2.3
2277.0,Independent Builder Floor,sector 47,1,4,"Malibu Town, Gurgaon",759.0,1,3,Semi-Furnished,2,north-east,Budget,New Property,1,3.7
540.0,Independent House,sector 47,0,2,Malibu Towne,270.0,1,2,Unfurnished,1,north-west,Budget,Moderately Old,0,2.0
4500.0,Independent House,sector 46,0,3,"Sector 46, Gurgaon",1125.0,0,4,Unfurnished,3,not available,Budget,Old Property,0,15.0
3500.0,Independent Builder Floor,sector 46,1,4,Private Builder Floor,875.0,1,4,Semi-Furnished,2,north-east,Luxury,New Property,0,4.1
2700.0,Independent Builder Floor,sector 43,1,4,"Block C, Sushant Lok Phase 1, Gurgaon",675.0,1,4,Semi-Furnished,2,north-east,Budget,New Property,0,4.1
645.0,Flat,sector 95,1,2,signature the roselia,215.0,0,3,Unfurnished,2,north-east,Budget,Relatively New,0,0.84
2160.0,Independent Builder Floor,sector 41,1,3,"South City 1, Gurgaon",720.0,1,3,Semi-Furnished,2,north-west,Semi-Luxury,New Property,0,3.25
2160.0,Independent Builder Floor,sector 50,1,3,Nirvana Cedar Crest,720.0,0,3,Unfurnished,2,north,Luxury,Old Property,0,3.25
2925.0,Flat,sector 109,1,5,chintels serenity,731.25,1,4,Unfurnished,2,east,Luxury,New Property,1,4.2
1929.0,Flat,sector 86,1,3,dlf the skycourt,643.0,0,3,Unfurnished,3+,north-east,Budget,Relatively New,0,2.3
3600.0,Independent Builder Floor,sector 24,1,4,DLF Floors Phase 3,900.0,1,4,Unfurnished,2,north-east,Budget,New Property,1,5.8
2700.0,Independent Builder Floor,sector 43,1,4,"B Block Sushant Lok Phase 1, Gurgaon",675.0,1,4,Semi-Furnished,3+,west,Luxury,New Property,0,5.75
1855.0,Flat,sector 106,1,3,godrej meridien,618.3333333333334,0,3,Unfurnished,3+,north-east,Luxury,Relatively New,1,2.8
1700.0,Flat,sector 61,1,3,smart world orchard,566.6666666666666,0,3,Unfurnished,2,east,Budget,New Property,0,2.65
2700.0,Independent Builder Floor,sector 67,1,4,Ansal API Versalia,675.0,1,4,Semi-Furnished,2,east,Luxury,New Property,1,2.91
1450.0,Flat,sector 84,1,2,antriksh heights,725.0,0,2,Unfurnished,3,south-east,Semi-Luxury,Moderately Old,0,1.28
2364.0,Flat,sector 90,1,4,dlf new town heights 1,591.0,1,4,Unfurnished,3+,north-east,Semi-Luxury,Moderately Old,0,2.49
2450.0,Flat,sector 104,1,4,puri emerald bay,816.6666666666666,1,3,Unfurnished,3+,east,Semi-Luxury,Relatively New,0,3.8
1020.0,Flat,sector 65,1,2,emaar mgf emerald estate,510.0,0,2,Unfurnished,2,north-east,Semi-Luxury,Relatively New,0,2.05
900.0,Independent House,sector 105,0,3,urban homes,300.0,0,3,Unfurnished,1,south-east,Budget,Relatively New,0,1.59
2100.0,Flat,sector 109,1,4,chintels serenity,700.0,1,3,Unfurnished,3,north-east,Semi-Luxury,New Property,0,3.3
1859.0,Flat,sector 49,1,4,bestech park view city 2,619.6666666666666,1,3,Unfurnished,3+,north-east,Luxury,Moderately Old,0,3.27
1494.0,Flat,sector 89,1,3,m3m soulitude,498.0,0,3,Unfurnished,2,south-west,Luxury,New Property,0,1.64
1935.0,Independent Builder Floor,sector 43,1,3,"Block C, Sushant Lok Phase 1, Gurgaon",645.0,1,3,Unfurnished,1,not available,Luxury,New Property,0,3.85
1790.0,Flat,sector 82,1,4,mapsko royale ville,596.6666666666666,1,3,Unfurnished,2,south-east,Luxury,Moderately Old,1,1.89
2500.0,Independent Builder Floor,sector 50,1,4,Unitech South City 2,625.0,1,4,Semi-Furnished,2,north,Semi-Luxury,New Property,1,3.2
1656.0,Independent House,sector 28,0,6,"Sector 28, Gurgaon",236.57142857142858,0,7,Unfurnished,3,east,Budget,Relatively New,0,6.9
1800.0,Independent Builder Floor,sector 26,1,3,"DLF Phase 1, Gurgaon",600.0,1,3,Unfurnished,3,west,Budget,New Property,0,3.5
3340.0,Independent Builder Floor,sector 26,1,5,DLF Phase -1,835.0,1,4,Semi-Furnished,2,north,Semi-Luxury,Relatively New,0,7.1
3200.0,Independent Builder Floor,sector 28,1,5,"DLF Phase 4, Gurgaon",800.0,1,4,Semi-Furnished,2,south-east,Budget,New Property,1,5.0
360.0,Independent House,sector 105,0,2,"Maruti Kunj, Gurgaon",360.0,0,1,Unfurnished,0,not available,Budget,Moderately Old,0,0.26
2160.0,Independent House,sector 57,0,4,HSVP/HUDA Sector 30 Gurgaon,540.0,1,4,Furnished,3+,south-east,Luxury,Moderately Old,1,6.5
2000.0,Flat,sector 74,1,3,m3m skywalk,666.6666666666666,1,3,Semi-Furnished,3,north-east,Luxury,Relatively New,0,3.5
459.0,Flat,sector 33,1,1,central park flower valley aqua front towers,459.0,0,1,Furnished,1,north,Luxury,New Property,0,1.5
2268.0,Independent Builder Floor,sector 1,1,3,"Palam Vihar, Gurgaon",756.0,1,3,Unfurnished,2,north-east,Semi-Luxury,New Property,0,3.3
3600.0,Independent House,sector 109,0,5,International City by Sobha Phase 1,720.0,1,5,Unfurnished,3+,south-east,Semi-Luxury,Relatively New,0,14.65
1650.0,Flat,sector 65,1,3,emaar mgf emerald floors premier,550.0,1,3,Unfurnished,2,not available,Luxury,Moderately Old,0,2.95
4860.0,Independent House,sector 33,0,6,Unitech Uniworld Resorts,972.0,1,5,Semi-Furnished,3+,east,Luxury,Relatively New,1,11.75
3240.0,Independent House,sector 1,0,6,"Palam Vihar, Gurgaon",360.0,1,9,Unfurnished,3+,north,Luxury,Moderately Old,0,7.5
1930.0,Flat,sector 86,1,3,dlf new town heights 2,643.3333333333334,1,3,Unfurnished,3,east,Luxury,Moderately Old,1,2.07
1250.0,Flat,sector 81,1,2,vipul lavanya,625.0,0,2,Unfurnished,2,north,Luxury,Moderately Old,0,1.1
2040.0,Flat,sector 65,1,3,m3m heights,680.0,1,3,Unfurnished,3,east,Semi-Luxury,New Property,0,3.87
972.0,Independent House,sector 11,0,4,trimurti villas,243.0,1,4,Unfurnished,3+,east,Luxury,New Property,1,0.95
1330.0,Flat,sector 113,1,2,la vida by tata housing,665.0,0,2,Unfurnished,2,north,Semi-Luxury,Relatively New,0,2.1
1660.0,Flat,sector 81,1,2,bestech park view ananda,553.3333333333334,0,3,Semi-Furnished,3,west,Luxury,Moderately Old,0,1.79
1750.0,Flat,sector 33,1,3,silverglades the melia,583.3333333333334,1,3,Unfurnished,3,east,Budget,New Property,0,1.75
2421.0,Independent Builder Floor,sector 46,1,4,"Sector 46, Gurgaon",605.25,0,4,Unfurnished,2,north-west,Luxury,Relatively New,1,4.1
1703.0,Flat,sector 70,1,3,aipl zen residences,567.6666666666666,0,3,Unfurnished,3+,north-east,Luxury,Relatively New,0,2.8
2167.0,Flat,sector 58,1,4,ireo the grand arch,722.3333333333334,1,3,Semi-Furnished,2,not available,Budget,Moderately Old,0,5.3
2408.0,Flat,sector 85,1,4,ss the leaf,802.6666666666666,0,3,Unfurnished,3+,east,Luxury,Relatively New,0,2.85
4320.0,Independent House,sector 14,0,8,"Sector 14, Gurgaon",540.0,1,8,Furnished,3+,east,Budget,Moderately Old,1,12.0
1665.0,Flat,sector 70,1,3,aipl the peaceful homes,555.0,0,3,Unfurnished,3,north-east,Semi-Luxury,Relatively New,0,2.85
1350.0,Flat,sector 110,1,3,mahindra aura,450.0,0,3,Unfurnished,2,north-west,Budget,New Property,0,1.84
1449.0,Independent House,sector 40,0,6,huda,241.5,0,6,Semi-Furnished,2,north-west,Luxury,Moderately Old,0,5.65
2225.0,Flat,sector 90,1,4,dlf regal gardens,556.25,0,4,Unfurnished,3+,south-west,Semi-Luxury,Relatively New,0,2.82
4000.0,Independent Builder Floor,sector 84,1,4,"Sector 84, Gurgaon",1000.0,1,4,Unfurnished,2,east,Luxury,Old Property,0,3.13
2100.0,Flat,sector 109,1,3,chintels serenity,700.0,1,3,Unfurnished,2,north-east,Semi-Luxury,Relatively New,0,3.05
1440.0,Independent House,sector 9,0,3,"Sector 9A, Gurgaon",480.0,0,3,Unfurnished,2,south-east,Budget,Old Property,1,3.35
630.0,Independent House,sector 48,0,3,"Housing Board, Sector 48, Gurgaon",210.0,0,3,Unfurnished,3+,east,Semi-Luxury,Moderately Old,0,1.35
3240.0,Independent House,sector 50,0,6,Unitech Espace,648.0,1,5,Semi-Furnished,3+,east,Semi-Luxury,Old Property,1,15.75
1423.0,Flat,sector 103,1,2,indiabulls centrum park,711.5,0,2,Unfurnished,3,north-east,Budget,Moderately Old,0,1.5
1600.0,Independent Builder Floor,sector 26,1,3,DLF Phase - 1,533.3333333333334,0,3,Semi-Furnished,2,east,Budget,Relatively New,0,3.15
850.0,Independent House,sector 110,0,2,"Nihali colony, Gurgaon",425.0,0,2,Unfurnished,1,south-east,Budget,Moderately Old,0,0.85
2040.0,Flat,sector 92,1,3,sare crescent parc,510.0,0,4,Unfurnished,3+,east,Semi-Luxury,New Property,0,1.7
2174.0,Independent Builder Floor,sector 52,1,5,"Block C Ardee City, Gurgaon",434.8,0,5,Unfurnished,2,north-west,Budget,New Property,1,4.25
1930.0,Flat,sector 90,1,3,dlf new town heights 1,643.3333333333334,1,3,Unfurnished,3,north-east,Budget,Old Property,1,2.1
1950.0,Independent Builder Floor,sector 45,1,3,Unitech Greenwood City,650.0,1,3,Semi-Furnished,2,east,Semi-Luxury,New Property,1,4.19
1440.0,Independent House,sector 8,0,3,"Vijay Park, Gurgaon",360.0,0,4,Unfurnished,3,north-east,Luxury,Old Property,0,2.6
1494.0,Independent House,sector 40,0,6,"Sector 40, Gurgaon",249.0,0,6,Semi-Furnished,3+,north-west,Budget,Old Property,0,5.9
1250.0,Independent Builder Floor,sector 37,1,3,Signature Global City,416.6666666666667,0,3,Unfurnished,3,north,Luxury,New Property,1,1.45
2700.0,Independent Builder Floor,sector 57,1,4,"Block B Sushant Lok 3, Gurgaon",675.0,1,4,Semi-Furnished,1,not available,Budget,New Property,0,3.6
2040.0,Flat,sector 65,1,3,m3m skycity,680.0,1,3,Semi-Furnished,3,north-east,Luxury,Relatively New,0,3.88
1365.0,Flat,sector 99,1,2,assotech blith,682.5,0,2,Unfurnished,3+,north-east,Semi-Luxury,Relatively New,0,1.45
2836.0,Flat,sector 109,1,4,brisk lumbini terrace homes,709.0,1,4,Unfurnished,3+,north-east,Luxury,Relatively New,1,2.35
3800.0,Independent House,sector 82,1,5,Vatika Signature Villas,760.0,1,5,Furnished,3,east,Semi-Luxury,Relatively New,0,8.5
2700.0,Independent House,sector 26,0,5,Ultra-Luxury Villa,675.0,1,4,Semi-Furnished,3+,north,Luxury,Moderately Old,1,13.25
1500.0,Independent House,sector 33,0,3,Signature Global Park,500.0,0,3,Unfurnished,3,north-east,Semi-Luxury,Relatively New,0,1.85
2430.0,Independent House,sector 1,0,8,"Palam Vihar, Gurgaon",270.0,0,9,Unfurnished,3+,north,Semi-Luxury,Moderately Old,1,7.5
3762.0,Independent Builder Floor,sector 43,1,5,Top Terrace,940.5,1,4,Semi-Furnished,2,east,Budget,New Property,0,6.49
1931.0,Flat,sector 102,1,4,conscient heritage max,643.6666666666666,1,3,Unfurnished,3+,not available,Budget,Relatively New,0,2.7
1440.0,Independent House,sector 7,0,4,"Sector 7, Gurgaon",288.0,1,5,Furnished,2,east,Luxury,Moderately Old,1,3.2
1885.0,Independent Builder Floor,sector 57,1,3,Huda Flats,628.3333333333334,0,3,Unfurnished,2,west,Budget,Relatively New,1,2.52
7000.0,Independent House,sector 72,1,6,Tata Primanti,1750.0,1,4,Furnished,3+,north,Luxury,Relatively New,0,11.75
1810.0,Flat,sector 81,1,3,bestech park view ananda,603.3333333333334,0,3,Unfurnished,3+,west,Semi-Luxury,Moderately Old,0,2.1
1955.0,Flat,sector 109,1,4,chintels serenity,651.6666666666666,1,3,Unfurnished,3+,north-east,Budget,Relatively New,1,2.57
3240.0,Independent House,sector 50,0,5,"Nirvana Country, Gurgaon",810.0,1,4,Semi-Furnished,2,north,Luxury,Moderately Old,1,15.0
1260.0,Independent House,sector 4,0,5,Concave Enclave,252.0,0,5,Unfurnished,2,not available,Budget,Old Property,1,2.7
1578.0,Flat,sector 69,1,3,tulip violet,526.0,0,3,Unfurnished,2,east,Budget,Moderately Old,1,2.25
2700.0,Independent Builder Floor,sector 47,1,4,"Sector 47, Gurgaon",675.0,1,4,Semi-Furnished,2,north-west,Semi-Luxury,New Property,0,3.55
900.0,Independent House,bhondsi,0,2,"Bhondsi, Gurgaon",450.0,0,2,Unfurnished,0,north,Budget,Relatively New,0,1.02
2400.0,Flat,sector 56,1,4,cghs hewo apartments,600.0,0,4,Unfurnished,2,east,Semi-Luxury,Moderately Old,1,3.4
1093.0,Independent Builder Floor,sector 33,1,2,Central Park Flower Valley Flamingo Floors,546.5,0,2,Unfurnished,3+,north-east,Semi-Luxury,Relatively New,0,1.5
1650.0,Flat,sector 65,1,3,emaar mgf emerald floors premier,550.0,1,3,Semi-Furnished,3+,east,Budget,Relatively New,0,3.08
1440.0,Independent House,sector 7,0,4,"Sector 7, Gurgaon",360.0,0,4,Unfurnished,3+,east,Semi-Luxury,Relatively New,0,3.0
1585.0,Independent Builder Floor,sector 82,1,4,Vatika Independent Floors,528.3333333333334,1,3,Unfurnished,2,north-east,Luxury,Moderately Old,0,2.22
1800.0,Independent Builder Floor,sector 43,1,3,"Block C, Sushant Lok Phase 1, Gurgaon",600.0,1,3,Unfurnished,2,north,Budget,Relatively New,0,3.5
1800.0,Independent House,sector 91,0,7,DLF Gardencity,200.0,0,9,Semi-Furnished,3+,north-east,Semi-Luxury,Relatively New,1,7.0
2350.0,Flat,sector 48,1,3,central park 2 bellevue,783.3333333333334,1,3,Unfurnished,3,north-east,Budget,Moderately Old,0,3.7
2160.0,Independent House,sector 10,0,9,"Sector 10, Gurgaon",240.0,0,9,Semi-Furnished,3+,not available,Luxury,Old Property,1,7.0
6300.0,Independent House,sector 99,1,7,Assotech Blith,1260.0,1,5,Semi-Furnished,3+,north,Luxury,Relatively New,1,7.2
3900.0,Independent House,sector 25,0,4,Emaar MGF The Vilas,975.0,1,4,Semi-Furnished,3,east,Luxury,Relatively New,1,12.6
2367.0,Independent Builder Floor,sector 57,1,4,"Sector 57, Gurgaon",789.0,1,3,Semi-Furnished,2,north-east,Semi-Luxury,New Property,1,2.95
1983.0,Flat,sector 54,1,4,dlf park place,661.0,1,3,Furnished,3+,east,Luxury,Relatively New,1,6.75
4680.0,Independent Builder Floor,sector 1,1,5,Ansals Palam Vihar,1170.0,0,4,Semi-Furnished,3+,north-east,Semi-Luxury,New Property,1,4.21
3078.0,Independent Builder Floor,sector 46,1,4,Huda Sector 46,769.5,1,4,Semi-Furnished,3,north-east,Luxury,New Property,1,4.25
2343.0,Flat,sector 108,1,4,sobha city,585.75,0,4,Furnished,3+,north-east,Budget,New Property,1,5.2
1440.0,Independent House,sector 14,0,3,"Sector 14, Gurgaon",480.0,0,3,Unfurnished,2,north-east,Budget,Old Property,1,3.75
2100.0,Flat,sector 81,1,4,dlf the ultima,700.0,1,3,Furnished,3+,east,Budget,Relatively New,0,3.62
2844.0,Independent House,sector 26,0,6,"Block E DLF City Phase 1, Gurgaon",568.8,1,5,Semi-Furnished,3,north-west,Semi-Luxury,Moderately Old,1,12.0
7317.0,Independent House,sector 43,0,10,"A Block Sushant Lok Phase 1, Gurgaon",665.1818181818181,0,11,Unfurnished,3+,not available,Semi-Luxury,Moderately Old,0,24.5
2160.0,Independent House,sector 82,0,4,Vatika Signature Villas,540.0,1,4,Unfurnished,3+,south,Semi-Luxury,Relatively New,1,5.99
1935.0,Flat,sector 50,1,3,unitech escape,645.0,0,3,Semi-Furnished,3,north,Luxury,Moderately Old,1,3.2
2250.0,Independent House,sector 14,0,9,Sector 14 RWA,250.0,0,9,Unfurnished,3+,north-east,Budget,Old Property,1,5.3
7550.0,Independent House,sector 43,1,6,"Sushant Lok Phase 1, Gurgaon",1510.0,1,5,Semi-Furnished,3,north-east,Luxury,Relatively New,1,13.5
1918.0,Flat,sector 84,1,4,spaze privy at4,639.3333333333334,0,3,Unfurnished,3+,north,Budget,Relatively New,0,1.85
4503.0,Flat,sector 53,1,6,tulip monsella,900.6,1,5,Unfurnished,2,east,Budget,New Property,0,14.95
5000.0,Independent House,sector 92,0,4,Ansal Heights,1250.0,0,4,Unfurnished,3+,east,Semi-Luxury,Relatively New,0,4.1
1700.0,Flat,sector 104,1,3,puri emerald bay,850.0,1,2,Furnished,3,north-east,Luxury,Relatively New,0,2.1
2003.0,Flat,sector 106,1,3,godrej meridien,667.6666666666666,1,3,Unfurnished,3,north-east,Budget,Relatively New,0,3.2
9000.0,Independent House,sector 28,0,7,Luxurious villa Park Facing,1800.0,1,5,Furnished,3+,east,Luxury,Relatively New,1,25.0
4500.0,Independent House,sector 50,0,5,Nirvana Cedar Crest,1500.0,1,3,Unfurnished,3,east,Budget,Moderately Old,1,15.25
2527.0,Flat,sector 67,1,3,ireo victory valley,842.3333333333334,1,3,Semi-Furnished,3,south,Luxury,Moderately Old,0,4.99
1203.0,Flat,sector 89,1,2,m3m soulitude,601.5,0,2,Unfurnished,2,north-east,Luxury,Relatively New,0,1.35
1494.0,Flat,sector 89,1,3,smart world gems,498.0,1,3,Furnished,3,east,Budget,New Property,0,1.7
1669.0,Flat,sector 102,1,3,shapoorji pallonji joyville gurugram,556.3333333333334,0,3,Unfurnished,3,north,Budget,New Property,0,2.5
1750.0,Independent Builder Floor,sector 65,1,3,Emaar Emerald Hills,437.5,0,4,Unfurnished,3,east,Luxury,Relatively New,0,3.25
3618.0,Independent House,sector 25,0,5,DLF City Plots Phase 2,723.6,1,5,Semi-Furnished,3+,south-east,Luxury,Moderately Old,1,14.0
3240.0,Independent Builder Floor,sector 28,1,4,"Galleria Market, Gurgaon",810.0,1,4,Furnished,2,east,Budget,New Property,1,6.0
1270.0,Flat,sector 68,1,2,m3m flora,635.0,0,2,Furnished,3,west,Semi-Luxury,Relatively New,0,1.6
2464.0,Flat,sector 48,1,3,central park resorts,821.3333333333334,1,3,Furnished,3+,east,Luxury,Moderately Old,0,7.5
5400.0,Independent House,sector 109,0,4,International City by SOBHA Phase 2,1350.0,1,4,Unfurnished,3+,north-east,Budget,Relatively New,0,9.0
2160.0,Independent House,sector 50,0,4,Unitech Deerwood Chase,540.0,1,4,Unfurnished,2,west,Semi-Luxury,Old Property,0,9.5
900.0,Independent House,sector 40,0,4,"Sector 40, Gurgaon",225.0,0,4,Unfurnished,2,north-west,Budget,Relatively New,0,3.4
6300.0,Independent House,sector 99,0,4,Assotech Blith,1575.0,1,4,Unfurnished,3+,north,Luxury,Relatively New,1,7.15
1930.0,Flat,sector 86,1,3,dlf new town heights 2,643.3333333333334,1,3,Unfurnished,3+,west,Luxury,Moderately Old,1,2.02
547.0,Independent House,sector 3,0,1,"Laxman Vihar Phase 2, Gurgaon",273.5,0,2,Unfurnished,1,west,Budget,Moderately Old,0,0.65
2150.0,Flat,sector 109,1,4,ats tourmaline,716.6666666666666,1,3,Unfurnished,3+,north-east,Budget,Relatively New,0,2.5
1800.0,Independent House,sector 26,0,4,"G block DLF City Phase 1, Gurgaon",600.0,1,3,Unfurnished,3,north-east,Semi-Luxury,Old Property,0,7.7
1494.0,Independent Builder Floor,sector 89,1,3,Smart World Gems,498.0,0,3,Unfurnished,2,east,Luxury,New Property,0,1.62
4518.0,Independent Builder Floor,sector 26,1,4,Silver Oaks Estates,1129.5,1,4,Semi-Furnished,3,west,Semi-Luxury,Relatively New,0,7.95
2583.0,Independent House,sector 99,0,5,Assotech Blith,516.6,1,5,Unfurnished,3+,east,Semi-Luxury,Relatively New,0,7.49
936.0,Independent House,sector 105,0,2,"Mahalaxmi Garden, Street no 5",468.0,0,2,Unfurnished,1,south-west,Budget,Moderately Old,1,1.5
3762.0,Independent Builder Floor,sector 47,1,4,Malibu Towne,940.5,1,4,Semi-Furnished,2,east,Semi-Luxury,New Property,0,6.0
3498.0,Flat,sector 62,1,5,pioneer araya,1166.0,1,3,Semi-Furnished,2,north,Budget,Relatively New,0,11.05
3309.0,Flat,sector 50,1,4,unitech harmony,827.25,1,4,Unfurnished,3,north,Semi-Luxury,Moderately Old,0,4.9
2799.0,Independent House,sector 49,0,5,Uppal Southend,559.8,1,5,Semi-Furnished,2,north,Luxury,Moderately Old,0,10.8
2500.0,Independent Builder Floor,sector 52,1,4,"Ardee City, Gurgaon",625.0,1,4,Semi-Furnished,3+,east,Budget,New Property,0,3.5
