property_type,society,sector,price_in_cr,total_area_sqft,bedrooms,bathrooms,balcony,servant_room,store_room,facing,furnishing_type,age_possession,area_bedroom_ratio,luxury_category,floornum_category
Independent Builder Floor,BPTP Amstoria,sector 102,3.4,2000.0,4,4,3+,0,0,north-east,Semi-Furnished,Relatively New,500.0,Budget,Low-rise
Independent House,DLF City Plots,sector 26,12.25,2700.0,5,6,3+,1,1,east,Unfurnished,Moderately Old,540.0,Semi-Luxury,Low-rise
Flat,rose apartment,sector 28,3.95,2850.0,3,3,3+,1,0,east,Unfurnished,Old Property,950.0,Semi-Luxury,Mid-rise
Independent House,"Block K1 New Palam Vihar Phase 1, Gurgaon",sector 110,1.5,900.0,2,2,1,0,0,east,Unfurnished,Relatively New,450.0,Budget,Low-rise
Flat,vipul lavanya,sector 81,1.09,1225.0,2,2,2,0,0,east,Unfurnished,Moderately Old,612.5,Luxury,Mid-rise
Flat,chintels serenity,sector 109,2.85,1955.0,3,4,3,1,0,north-east,Semi-Furnished,Relatively New,651.6666666666666,Luxury,Mid-rise
Flat,ireo the corridors,sector 67,2.95,1920.0,3,3,3,1,1,west,Semi-Furnished,Relatively New,640.0,Luxury,Mid-rise
Independent House,"Sector 41, Gurgaon",sector 41,8.0,1620.0,3,3,2,1,0,north-east,Furnished,Relatively New,540.0,Budget,Low-rise
Flat,experion windchants,sector 112,4.8,2802.0,3,3,3,1,0,north,Unfurnished,Moderately Old,934.0,Semi-Luxury,Mid-rise
Independent House,"Greenwood City, Gurgaon",sector 45,12.15,3240.0,5,6,3+,1,1,north-west,Semi-Furnished,Moderately Old,648.0,Luxury,Low-rise
Independent Builder Floor,Mayfield Gardens,sector 50,3.7,2700.0,4,4,2,1,0,east,Semi-Furnished,New Property,675.0,Luxury,Low-rise
Independent House,"DLF, Luxury Duplex House Design",sector 24,12.25,2844.0,4,6,3+,1,1,east,Semi-Furnished,Moderately Old,711.0,Semi-Luxury,Low-rise
Independent House,"Feroz Gandhi Colony, Gurgaon",sector 9,1.2,1500.0,5,2,2,0,0,east,Unfurnished,Old Property,300.0,Budget,Low-rise
Independent House,Emaar MGF Marbella,sector 66,17.0,3240.0,5,5,3+,0,0,north-east,Unfurnished,Relatively New,648.0,Budget,Low-rise
Independent Builder Floor,Smart World Gems,sector 89,2.0,1495.0,3,3,3+,0,0,north-east,Unfurnished,New Property,498.3333333333333,Semi-Luxury,Low-rise
Flat,dlf regal gardens,sector 90,1.99,1778.0,3,3,3+,1,1,east,Furnished,Relatively New,592.6666666666666,Luxury,High-rise
Independent Builder Floor,"Sushant Lok 3 Extension, Gurgaon",sector 57,3.0,1915.0,4,4,2,1,0,north,Semi-Furnished,New Property,478.75,Budget,Low-rise
Independent House,"DLF Phase 3, Gurgaon",sector 24,14.75,4500.0,5,6,3+,1,1,north-east,Semi-Furnished,Moderately Old,900.0,Luxury,Low-rise
Independent Builder Floor,"Palam Vihar, Gurgaon",Old Gurgaon,3.65,4680.0,4,4,3+,0,0,not available,Unfurnished,Relatively New,1170.0,Budget,Low-rise
Flat,mahindra aura,sector 110,2.81,2042.0,3,4,3,1,0,north-west,Unfurnished,Relatively New,680.6666666666666,Budget,Mid-rise
Flat,dlf garden city floors,sector 92,2.6,2250.0,4,4,3+,1,0,north,Unfurnished,New Property,562.5,Budget,Low-rise
Independent House,dlf phase-4,sector 28,9.95,2430.0,5,6,3+,1,1,north,Semi-Furnished,Moderately Old,486.0,Semi-Luxury,Low-rise
Independent House,DLF City Phase 1,sector 26,5.1,981.0,3,3,3,1,0,east,Unfurnished,Old Property,327.0,Semi-Luxury,Low-rise
Independent Builder Floor,Ansal API Esencia,sector 67,2.43,1900.0,3,3,3,0,0,east,Semi-Furnished,Relatively New,633.3333333333334,Budget,Low-rise
Flat,shapoorji pallonji joyville gurugram,sector 102,2.4,1692.0,3,3,3,0,0,west,Unfurnished,New Property,564.0,Semi-Luxury,Mid-rise
Independent Builder Floor,"DLF Phase 2, Gurgaon",sector 25,5.5,3300.0,4,4,2,1,0,south-east,Semi-Furnished,New Property,825.0,Budget,Low-rise
Independent Builder Floor,"Sushant Lok Phase 1, Gurgaon",sector 43,3.65,2701.0,4,4,2,1,0,east,Semi-Furnished,New Property,675.25,Budget,Low-rise
Flat,suncity platinum towers,sector 28,7.95,2685.0,3,4,3+,1,0,north,Unfurnished,Relatively New,895.0,Semi-Luxury,Mid-rise
Flat,dlf regal gardens,sector 90,2.1,1752.0,3,3,3+,0,0,north-west,Unfurnished,Relatively New,584.0,Semi-Luxury,Low-rise
Independent House,Vipul Tatvam Villa,sector 48,10.0,3240.0,4,5,3,1,0,north-east,Semi-Furnished,Moderately Old,810.0,Budget,Low-rise
Flat,m3m golfestate,sector 65,7.99,3363.0,3,3,3,1,0,east,Semi-Furnished,Moderately Old,1121.0,Semi-Luxury,Mid-rise
Flat,chintels serenity,sector 109,4.2,2925.0,4,5,2,1,0,north-east,Unfurnished,Relatively New,731.25,Semi-Luxury,Mid-rise
Flat,ireo the corridors,sector 67,2.17,1296.0,2,2,2,0,1,east,Unfurnished,Relatively New,648.0,Semi-Luxury,Low-rise
Independent House,Ansal Sushant Residency,sector 56,7.5,2700.0,4,4,3,1,1,west,Unfurnished,Old Property,675.0,Semi-Luxury,Low-rise
Independent House,"S Block DLF Phase 3, Gurgaon",sector 24,3.0,1710.0,3,3,3,0,0,not available,Unfurnished,New Property,570.0,Budget,Low-rise
Flat,dlf the primus,sector 82,2.72,1799.0,3,3,3+,0,0,east,Furnished,Moderately Old,599.6666666666666,Semi-Luxury,High-rise
Independent Builder Floor,Ansal Sushant Lok 2,sector 56,3.49,2700.0,4,4,2,1,0,east,Semi-Furnished,New Property,675.0,Luxury,Low-rise
Flat,pareena mi casa,sector 68,2.48,1999.0,3,4,3,1,0,north-east,Unfurnished,Relatively New,666.3333333333334,Semi-Luxury,Mid-rise
Flat,smart world gems,sector 89,1.35,1200.0,2,2,2,0,0,east,Unfurnished,New Property,600.0,Luxury,Low-rise
Independent House,"DLF Phase 1, Gurgaon",sector 26,5.85,1350.0,6,6,3+,0,0,north-west,Unfurnished,Moderately Old,225.0,Semi-Luxury,Low-rise
Flat,m3m heights,sector 65,2.4,1261.0,2,2,3,0,0,north-west,Unfurnished,Relatively New,630.5,Semi-Luxury,High-rise
Flat,tulip purple,sector 69,2.7,2400.0,4,5,3+,1,0,east,Furnished,Relatively New,600.0,Luxury,Low-rise
Independent House,"Rajendra Park, Gurgaon",sector 105,1.2,1170.0,3,2,0,0,0,east,Unfurnished,Moderately Old,390.0,Budget,Low-rise
Flat,hero homes,sector 104,1.56,1099.0,2,2,3,0,0,north-east,Unfurnished,New Property,549.5,Luxury,High-rise
Independent House,"Palam Vihar, Gurgaon",Old Gurgaon,4.3,1557.0,4,4,3+,1,0,not available,Unfurnished,Old Property,389.25,Budget,Low-rise
Flat,godrej habitat,sector 3,1.4,1444.0,2,2,3,1,0,east,Unfurnished,New Property,722.0,Semi-Luxury,Mid-rise
Independent House,DLF New Town Heights 2,sector 86,4.45,3280.0,4,4,3+,1,1,north,Unfurnished,Moderately Old,820.0,Semi-Luxury,Low-rise
Flat,central park resorts,sector 48,7.75,2719.0,3,3,3,1,0,north,Semi-Furnished,Moderately Old,906.3333333333334,Luxury,Mid-rise
Flat,bestech park view grand spa,sector 81,4.15,3185.0,4,5,2,1,0,north-west,Unfurnished,Moderately Old,796.25,Luxury,Mid-rise
Independent House,"Sector 72, Gurgaon",sector 72,11.0,3285.0,5,6,3+,0,0,not available,Unfurnished,New Property,657.0,Budget,Low-rise
Flat,ashiana anmol,Greater Gurugram - Sohna Region,2.05,1776.0,3,3,3,0,0,north-east,Unfurnished,New Property,592.0,Semi-Luxury,Mid-rise
Flat,eldeco accolade,Greater Gurugram - Sohna Region,1.2,1269.0,2,2,3,0,0,north-east,Unfurnished,Relatively New,634.5,Luxury,Low-rise
Independent House,"Block A Surya Vihar, Gurgaon",sector 9,0.65,720.0,2,2,0,0,0,not available,Unfurnished,Old Property,360.0,Budget,Low-rise
Independent House,DLF New Town Heights 2,sector 86,4.5,3294.0,4,4,3+,1,1,east,Semi-Furnished,Relatively New,823.5,Luxury,Low-rise
Independent House,"Sector 9, Gurgaon",sector 9,3.1,3078.0,4,5,2,1,0,north,Semi-Furnished,New Property,769.5,Budget,Low-rise
Flat,tarc maceo,sector 91,1.45,1310.0,2,2,2,0,0,north-east,Semi-Furnished,Relatively New,655.0,Luxury,Mid-rise
Independent House,International City by Sobha Phase 1,sector 109,15.0,6000.0,5,6,3+,1,0,north-east,Unfurnished,Relatively New,1200.0,Semi-Luxury,Low-rise
Independent Builder Floor,"Sector 67A, Gurgaon",sector 67,3.2,2700.0,4,4,2,1,0,not available,Unfurnished,Relatively New,675.0,Budget,Low-rise
Independent Builder Floor,"Sector 57, Gurgaon",sector 57,2.5,1450.0,3,3,2,0,0,west,Unfurnished,New Property,483.3333333333333,Budget,Low-rise
Flat,dlf belvedere park,sector 25,3.6,1711.0,4,4,2,0,0,south,Semi-Furnished,Old Property,427.75,Luxury,Mid-rise
Independent House,Vipul Tatvam Villa,sector 48,11.0,3240.0,4,5,3+,1,0,south-east,Semi-Furnished,Moderately Old,810.0,Luxury,Low-rise
Flat,shapoorji pallonji joyville gurugram,sector 102,1.95,1198.0,2,2,3+,0,0,north-east,Unfurnished,Relatively New,599.0,Semi-Luxury,Low-rise
Independent Builder Floor,"Sushant Lok Phase 2, Gurgaon",sector 55,6.25,4518.0,4,4,3+,1,0,north-east,Unfurnished,New Property,1129.5,Semi-Luxury,Low-rise
Independent Builder Floor,Smart World Gems,sector 89,1.36,1196.0,2,2,2,0,1,south,Unfurnished,New Property,598.0,Semi-Luxury,Low-rise
Independent Builder Floor,DLF Luxury Builder Floors,sector 25,4.95,3105.0,4,5,2,1,0,north,Semi-Furnished,New Property,776.25,Luxury,Low-rise
Independent House,DLF City Phase 1,sector 26,5.5,1350.0,3,2,2,0,0,not available,Unfurnished,Old Property,450.0,Budget,Low-rise
Flat,adani m2k oyster grande,sector 102,4.16,3198.0,4,3,3,1,0,east,Unfurnished,Relatively New,799.5,Semi-Luxury,Mid-rise
Independent Builder Floor,G block south city,sector 49,3.65,4500.0,4,5,3+,1,0,north,Furnished,Moderately Old,1125.0,Budget,Low-rise
Independent Builder Floor,Super Luxury Fabulous Construction,sector 43,4.0,2700.0,4,4,2,1,0,south-west,Semi-Furnished,New Property,675.0,Semi-Luxury,Low-rise
Independent House,"Nirvana Country, Gurgaon",sector 50,21.0,4500.0,5,6,3+,1,1,north-west,Semi-Furnished,Moderately Old,900.0,Luxury,Low-rise
Flat,signature global orchard avenue 2,sector 93,0.68,594.0,2,2,2,0,0,east,Unfurnished,New Property,297.0,Semi-Luxury,Mid-rise
Flat,ats marigold,sector 89,2.07,1750.0,3,3,3+,0,1,north-east,Unfurnished,New Property,583.3333333333334,Semi-Luxury,Mid-rise
Independent Builder Floor,DLF Garden City Floors,sector 92,2.96,2700.0,4,4,2,1,0,not available,Unfurnished,Relatively New,675.0,Luxury,Low-rise
Independent House,"Sushant Lok 3 Extension, Gurgaon",sector 57,5.25,1620.0,2,1,1,0,0,north-west,Unfurnished,Relatively New,810.0,Budget,Low-rise
Independent House,DLF Silver Oaks,sector 26,7.5,1800.0,4,4,2,1,1,north,Unfurnished,Moderately Old,450.0,Semi-Luxury,Low-rise
Flat,sobha city,sector 108,3.2,1711.0,3,3,2,0,0,not available,Semi-Furnished,Relatively New,570.3333333333334,Budget,Mid-rise
Independent House,4S Amara Floors,sector 67,2.2,1680.0,3,3,3+,1,0,north-east,Unfurnished,New Property,560.0,Budget,Low-rise
Independent House,"Sector 4, Gurgaon",sector 4,7.75,4500.0,4,4,3+,0,0,south-west,Unfurnished,Moderately Old,1125.0,Semi-Luxury,Low-rise
Flat,dlf the ultima,sector 81,5.05,2825.0,4,5,3+,1,0,east,Furnished,Relatively New,706.25,Semi-Luxury,Mid-rise
Independent House,"Sector 47, Gurgaon",sector 47,5.1,1449.0,6,5,3,0,1,north,Unfurnished,Moderately Old,241.5,Budget,Low-rise
Independent Builder Floor,Unitech Deerwood Chase,sector 50,6.25,2500.0,4,4,2,1,0,east,Unfurnished,New Property,625.0,Budget,Low-rise
Flat,aipl the peaceful homes,sector 70,2.2,1304.0,2,2,3+,0,0,north-east,Semi-Furnished,Relatively New,652.0,Luxury,Mid-rise
Independent Builder Floor,"A Block Sushant Lok Phase 1, Gurgaon",sector 43,3.25,1600.0,3,3,2,1,0,north,Unfurnished,New Property,533.3333333333334,Budget,Low-rise
Independent House,Vishnu garden 105,sector 105,0.97,750.0,3,3,1,0,0,north-west,Unfurnished,New Property,250.0,Budget,Low-rise
Independent House,Bptp Visionnaire,sector 70,6.45,6000.0,4,4,3+,1,0,north-east,Unfurnished,Relatively New,1500.0,Semi-Luxury,Low-rise
Independent Builder Floor,"Sector 23, Gurgaon",sector 23,4.3,4518.0,4,5,2,1,0,west,Unfurnished,Relatively New,1129.5,Semi-Luxury,Low-rise
Independent Builder Floor,vatika P block,sector 84,2.16,2160.0,3,3,2,0,0,east,Semi-Furnished,New Property,720.0,Budget,Low-rise
Independent House,"Sector 23, Gurgaon",sector 23,7.7,3078.0,7,7,3+,1,0,west,Unfurnished,Moderately Old,439.7142857142857,Semi-Luxury,Low-rise
Independent House,Luxury kothi stilt four floors,sector 43,15.4,2700.0,5,8,3,1,1,north-west,Semi-Furnished,Relatively New,540.0,Semi-Luxury,Low-rise
Flat,m3m latitude,sector 65,7.1,2955.0,4,5,3,1,0,north,Unfurnished,Relatively New,738.75,Semi-Luxury,High-rise
Flat,indiabulls enigma,sector 110,5.8,3880.0,5,5,3+,1,0,north-east,Unfurnished,Relatively New,776.0,Semi-Luxury,Mid-rise
Independent Builder Floor,Ansals Palam Vihar,Old Gurgaon,3.24,3240.0,4,4,2,0,0,north,Semi-Furnished,New Property,810.0,Semi-Luxury,Low-rise
Independent Builder Floor,Smart World Gems,sector 89,1.64,1494.0,3,3,2,0,1,north,Unfurnished,New Property,498.0,Luxury,Low-rise
Independent House,"Sector 4, Gurgaon",sector 4,4.5,2250.0,6,6,2,0,1,north-east,Unfurnished,Moderately Old,375.0,Budget,Low-rise
Independent House,"Rajendra Park, Gurgaon",sector 105,0.77,585.0,3,3,1,0,0,west,Unfurnished,New Property,195.0,Budget,Low-rise
Independent Builder Floor,Dlf Phase 4 Brand New Builder Floor,sector 28,5.25,3240.0,4,5,2,1,0,east,Semi-Furnished,New Property,810.0,Semi-Luxury,Low-rise
Independent Builder Floor,Ansal API Versalia,sector 67,2.75,2500.0,4,4,2,1,0,north,Semi-Furnished,New Property,625.0,Budget,Low-rise
Independent Builder Floor,Oriental Homes,sector 57,2.55,1800.0,3,3,2,1,0,north-west,Semi-Furnished,New Property,600.0,Budget,Low-rise
Flat,smart world orchard,sector 61,2.68,1627.0,3,2,2,0,0,east,Unfurnished,New Property,542.3333333333334,Semi-Luxury,Low-rise
Flat,ashiana anmol,Greater Gurugram - Sohna Region,1.8,1527.0,3,3,3,0,0,north-east,Unfurnished,New Property,509.0,Semi-Luxury,Mid-rise
Independent Builder Floor,Central Park Flower Valley Aqua Front Towers,sector 33,2.5,1789.0,3,3,3+,0,0,east,Unfurnished,Relatively New,596.3333333333334,Semi-Luxury,Mid-rise
Independent House,"Sector 40, Gurgaon",sector 40,8.0,2556.0,8,4,3+,1,1,north-east,Unfurnished,Relatively New,319.5,Semi-Luxury,Low-rise
Flat,puri emerald bay,sector 104,2.1,1550.0,2,2,2,0,0,north-east,Unfurnished,Relatively New,775.0,Luxury,Mid-rise
Independent Builder Floor,"Sector 40, Gurgaon",sector 40,2.96,2300.0,3,3,2,1,0,north-east,Semi-Furnished,New Property,766.6666666666666,Semi-Luxury,Low-rise
Independent Builder Floor,Ansal API Esencia,sector 67,2.6,2500.0,4,4,2,1,0,east,Semi-Furnished,New Property,625.0,Luxury,Low-rise
Flat,conscient elevate,sector 59,4.95,2090.0,3,3,3,1,0,east,Furnished,New Property,696.6666666666666,Luxury,High-rise
Independent House,Urban Estate Residents Welfare Association,sector 4,3.6,1440.0,3,3,3+,0,0,west,Unfurnished,Old Property,480.0,Luxury,Low-rise
Independent Builder Floor,"B Block Sushant Lok Phase 1, Gurgaon",sector 43,7.0,4500.0,4,4,3,1,0,north-west,Semi-Furnished,New Property,1125.0,Semi-Luxury,Low-rise
Flat,godrej oasis,sector 88,2.37,2066.0,3,3,3+,1,0,east,Unfurnished,Relatively New,688.6666666666666,Luxury,Mid-rise
Flat,adani m2k oyster grande,sector 102,6.11,5826.0,5,6,3+,1,0,east,Unfurnished,Relatively New,1165.2,Luxury,High-rise
Flat,bestech park view city,sector 48,4.29,2336.0,4,4,3+,1,0,north-east,Unfurnished,Moderately Old,584.0,Luxury,Low-rise
Independent Builder Floor,"Sector 45, Gurgaon",sector 45,4.0,2367.0,4,4,2,1,0,south-west,Unfurnished,Relatively New,591.75,Semi-Luxury,Low-rise
Independent Builder Floor,"Palam Vihar, Gurgaon",Old Gurgaon,3.2,3240.0,4,5,2,0,1,south-east,Unfurnished,Relatively New,810.0,Budget,Low-rise
Independent Builder Floor,M3M Soulitude,sector 89,1.63,1494.0,3,3,2,0,0,north-west,Unfurnished,Relatively New,498.0,Semi-Luxury,Low-rise
Independent House,"Sector 17B, Gurgaon",sector 17,7.19,2367.0,3,3,2,0,1,west,Unfurnished,Old Property,789.0,Budget,Low-rise
Independent Builder Floor,Central Park Flower Valley Cerise Floors,sector 33,1.7,1098.0,2,2,3,0,0,east,Semi-Furnished,New Property,549.0,Budget,Low-rise
Independent Builder Floor,"Sector 57, Gurgaon",sector 57,2.6,1836.0,3,3,2,0,0,north-east,Semi-Furnished,New Property,612.0,Luxury,Low-rise
Independent Builder Floor,"South City 1, Gurgaon",sector 41,4.25,3240.0,4,4,3+,1,0,north,Semi-Furnished,Relatively New,810.0,Budget,Low-rise
Independent House,Signature Global Park,Greater Gurugram - Sohna Region,0.8,822.0,2,2,3,0,0,north-west,Unfurnished,New Property,411.0,Budget,Low-rise
Flat,ireo the corridors,sector 67,3.1,1839.0,3,3,3+,0,0,north-east,Semi-Furnished,Relatively New,613.0,Luxury,Mid-rise
Independent House,"Block F New Palam Vihar Phase 1, Gurgaon",sector 110,2.25,1070.0,5,4,3,0,0,not available,Unfurnished,Moderately Old,214.0,Budget,Low-rise
Independent House,Central Park Flower Valley,sector 33,1.8,1093.0,2,2,3,0,0,not available,Unfurnished,Relatively New,546.5,Budget,Low-rise
Independent House,Bptp Visionnaire,sector 70,7.25,2610.0,5,6,3+,1,1,not available,Unfurnished,Relatively New,522.0,Semi-Luxury,Low-rise
Independent House,Ansals Palam Vihar,Old Gurgaon,4.0,1557.0,4,4,2,0,0,west,Unfurnished,Old Property,389.25,Budget,Low-rise
Flat,rof ananda,sector 95,0.64,645.0,2,2,2,0,0,north-west,Unfurnished,Relatively New,322.5,Budget,Mid-rise
Independent Builder Floor,"Sector 45, Gurgaon",sector 45,2.75,1890.0,4,3,2,0,0,north-east,Semi-Furnished,New Property,472.5,Luxury,Low-rise
Flat,vatika city,sector 49,3.35,2093.0,3,3,3,1,1,west,Furnished,Relatively New,697.6666666666666,Luxury,Mid-rise
Independent House,"Sohna, Gurgaon",Greater Gurugram - Sohna Region,0.31,900.0,3,2,0,0,0,not available,Unfurnished,Relatively New,300.0,Budget,Low-rise
Independent House,Landmark Avana,sector 95,1.4,1395.0,3,2,3+,0,1,north,Unfurnished,Relatively New,465.0,Luxury,Low-rise
Flat,the close south,sector 50,4.49,2491.0,3,4,3,1,0,east,Semi-Furnished,Old Property,830.3333333333334,Luxury,Mid-rise
Flat,dlf regency park 1,sector 28,2.35,1105.0,2,2,2,0,0,north-east,Unfurnished,Moderately Old,552.5,Semi-Luxury,Mid-rise
Independent House,"Maruti Kunj, Gurgaon",Greater Gurugram - Sohna Region,0.6,990.0,4,2,2,1,0,not available,Unfurnished,New Property,247.5,Budget,Low-rise
Independent Builder Floor,Vipul World,sector 48,2.4,1728.0,3,3,3+,1,0,north,Semi-Furnished,Relatively New,576.0,Budget,Low-rise
Flat,la vida by tata housing,sector 113,2.5,1579.0,3,2,2,0,0,east,Unfurnished,Relatively New,526.3333333333334,Luxury,Mid-rise
Independent House,"New Palam Vihar Phase 2, Gurgaon",sector 110,3.35,2403.0,4,4,3+,1,0,east,Unfurnished,Moderately Old,600.75,Semi-Luxury,Low-rise
Flat,hero homes,sector 104,1.62,1099.0,2,2,2,0,0,north-west,Unfurnished,New Property,549.5,Budget,Mid-rise
Flat,hero homes,sector 104,2.4,1689.0,3,3,3,0,0,east,Unfurnished,New Property,563.0,Luxury,Mid-rise
Independent Builder Floor,BPTP Green Oaks,sector 70,1.71,1450.0,3,3,2,1,1,south,Unfurnished,Relatively New,483.3333333333333,Luxury,Low-rise
Flat,unitech harmony,sector 50,3.85,2472.0,3,3,3,1,0,east,Semi-Furnished,Moderately Old,824.0,Luxury,Mid-rise
Independent House,"Bhondsi, Gurgaon",Greater Gurugram - Sohna Region,1.02,900.0,2,2,0,0,0,north,Unfurnished,Relatively New,450.0,Budget,Low-rise
Flat,emaar mgf the palm drive,sector 66,4.6,2221.0,3,4,3,1,1,south,Furnished,Relatively New,740.3333333333334,Luxury,Mid-rise
Independent House,Shyam Kunj,Greater Gurugram - Sohna Region,0.9,990.0,2,2,1,0,0,east,Unfurnished,Relatively New,495.0,Budget,Low-rise
Flat,dlf the ultima,sector 81,3.63,2092.0,3,4,3+,1,0,east,Furnished,Relatively New,697.3333333333334,Luxury,Mid-rise
Flat,puri emerald bay,sector 104,3.6,2450.0,3,4,3+,1,0,north-east,Semi-Furnished,Relatively New,816.6666666666666,Semi-Luxury,High-rise
Independent House,"Block I South City 1, Gurgaon",sector 41,16.5,4500.0,5,5,2,1,1,north-west,Unfurnished,Old Property,900.0,Budget,Low-rise
Independent House,Unitech Uniworld Resorts,sector 33,12.5,4518.0,4,4,3,1,1,not available,Unfurnished,Relatively New,1129.5,Budget,Low-rise
Independent Builder Floor,Anant Raj Estates,sector 63,2.89,2550.0,4,4,2,1,0,north-east,Semi-Furnished,Relatively New,637.5,Luxury,Low-rise
Independent Builder Floor,"A Block Sushant Lok Phase 1, Gurgaon",sector 43,6.0,3762.0,5,5,2,0,0,not available,Unfurnished,New Property,752.4,Budget,Low-rise
Flat,sobha city,sector 108,5.3,2423.0,4,4,3+,0,0,north-west,Furnished,New Property,605.75,Semi-Luxury,Mid-rise
Independent House,"Farukhnagar, Gurgaon",outskirt,0.95,1035.0,2,2,1,0,0,north,Unfurnished,New Property,517.5,Budget,Low-rise
Independent House,"Sector 4, Gurgaon",sector 4,4.25,2250.0,4,4,2,0,0,south,Unfurnished,Old Property,562.5,Budget,Low-rise
Flat,conscient heritage max,sector 102,2.6,1942.0,3,4,3+,0,0,east,Unfurnished,Moderately Old,647.3333333333334,Semi-Luxury,Mid-rise
Independent Builder Floor,"Palam Vihar, Gurgaon",Old Gurgaon,3.05,2430.0,3,3,2,1,0,east,Unfurnished,Relatively New,810.0,Budget,Low-rise
Independent House,Emaar MGF Marbella,sector 66,12.0,2403.0,4,5,3+,1,1,north,Semi-Furnished,Moderately Old,600.75,Luxury,Low-rise
Flat,experion the heartsong,sector 108,3.15,2740.0,4,5,3+,1,0,north-east,Unfurnished,Relatively New,685.0,Semi-Luxury,Mid-rise
Independent House,Sheetla colon,sector 4,0.9,900.0,2,2,3,0,0,east,Unfurnished,Moderately Old,450.0,Budget,Low-rise
Independent Builder Floor,"Block J Pocket C Palam Vihar, Gurgaon",Old Gurgaon,3.25,2100.0,3,4,2,0,0,east,Semi-Furnished,New Property,700.0,Budget,Low-rise
Flat,m3m heights,sector 65,3.4,1828.0,3,3,3,0,0,north-east,Semi-Furnished,New Property,609.3333333333334,Luxury,High-rise
Independent House,"Block C, Sushant Lok Phase 1, Gurgaon",sector 43,7.5,4500.0,20,20,3+,0,1,north,Furnished,New Property,225.0,Luxury,Low-rise
Flat,ats tourmaline,sector 109,2.5,2150.0,3,4,3+,1,0,east,Unfurnished,Relatively New,716.6666666666666,Semi-Luxury,Mid-rise
